time,momentum,capacity
0.0,0.035289539702477404,0.0
0.6333333333333333,0.6386038197733892,0.0
1.0166666666666666,-0.781461059888921,0.0
1.5166666666666666,0.22145870404930276,0.0
2.833333333333333,-0.39627828942118354,3.0
3.55,0.7683996916071392,3.0
4.016666666666667,-0.4724606028852624,3.0
4.8,-0.37433790035999304,3.0
5.533333333333333,0.122281285301061,3.0
7.083333333333333,0.0024434588165904107,3.0
7.466666666666667,0.248441813114444,3.0
8.1,-0.020707361693112804,4.0
8.683333333333334,-0.4228194482147679,3.0
9.183333333333334,0.5125764589179161,2.0
9.616666666666667,0.2309996736616512,3.0
10.75,-0.16093800062247438,1.0
11.783333333333331,-0.26660673209417285,3.0
12.283333333333331,0.3210747300345741,2.0
12.733333333333333,-0.21383775387556733,3.0
13.433333333333334,0.010695094091664737,4.0
15.516666666666667,0.15113755775463444,3.0
16.25,-0.1156522554037009,2.0
17.816666666666666,0.05867025209732262,1.0
18.416666666666668,0.0338234980279731,2.0
18.83333333333333,0.32997168788879017,3.0
19.33333333333333,0.17667687110630403,3.0
20.05,0.05632501433049989,3.0
20.916666666666668,-0.37155035357635724,2.0
21.45,-0.28881276772536785,2.0
22.316666666666663,0.0732603906383585,2.0
24.366666666666667,-0.2878031380757902,2.0
24.883333333333333,0.13763482844544964,3.0
26.08333333333333,-0.10402030164215953,3.0
26.5,0.10402397266240071,2.0
26.933333333333334,-0.09501538592719151,1.0
27.7,0.17559084135388825,2.0
28.616666666666667,0.12202335128981891,2.0
29.1,-0.04034868147590982,3.0
29.53333333333333,-0.6088392725693109,3.0
30.28333333333333,0.06229498851363652,4.0
32.56666666666667,0.0631342393969171,3.0
33.96666666666667,0.13800013337060457,3.0
34.766666666666666,0.07149171597912969,3.0
36.03333333333333,0.016691816290489537,4.0
37.3,-0.041668827211860875,4.0
37.73333333333333,-0.24409155947395744,4.0
38.43333333333333,0.019021541843107625,4.0
38.9,0.36022787456166694,3.0
39.48333333333333,-0.16486016861712896,3.0
40.55,0.2026524171730289,3.0
41.38333333333333,-0.14495780121170676,2.0
42.516666666666666,-0.0644182712857895,2.0
43.3,0.06688486797213065,2.0
