time,momentum,capacity
0.0,0.03780169352244441,0.0
0.6333333333333333,0.6811830241994257,0.0
1.0166666666666666,-0.8329523648559977,0.0
1.5166666666666666,0.2347849996399795,0.0
2.833333333333333,-0.4132208137432425,2.0
3.55,0.767011720787272,2.0
4.016666666666667,-0.48128396182052136,2.0
4.8,-0.3905943209521895,2.0
5.533333333333333,0.12654803105507023,2.0
7.083333333333333,-0.007944002757025826,2.0
7.466666666666667,0.26224813465888913,2.0
8.1,-0.01668820063460863,1.0
8.683333333333334,-0.4389617704580666,2.0
9.183333333333334,0.5461778383632419,3.0
9.616666666666667,0.24509879025024303,2.0
10.75,-0.17286670808229324,4.0
11.783333333333331,-0.2922682591124153,2.0
12.283333333333331,0.34754920588363214,3.0
12.733333333333333,-0.22122453411518178,2.0
13.433333333333334,0.01111316925368803,1.0
15.516666666666667,0.16770098730855243,2.0
16.25,-0.12390499336678257,3.0
17.816666666666666,0.04089631417860339,4.0
18.416666666666668,0.0360378188961197,3.0
18.83333333333333,0.34778104995201065,2.0
19.33333333333333,0.1833810537944738,2.0
20.05,0.04241163699176856,2.0
20.916666666666668,-0.39544217209703,3.0
21.45,-0.3013587393026324,3.0
22.316666666666663,0.07635234985561082,3.0
24.366666666666667,-0.2989723726553527,3.0
24.883333333333333,0.14469712375448043,2.0
26.08333333333333,-0.10678516209925454,2.0
26.5,0.1010688773575701,3.0
26.933333333333334,-0.09108553369234164,4.0
27.7,0.1793188753423819,3.0
28.616666666666667,0.12030046309990118,3.0
29.1,-0.05000263037112834,2.0
29.53333333333333,-0.6253335500846787,2.0
30.28333333333333,0.08851318697981814,1.0
32.56666666666667,0.05990620428393305,2.0
33.96666666666667,0.14022673787805987,2.0
34.766666666666666,0.08048303323798404,2.0
36.03333333333333,0.01721949358706154,1.0
37.3,-0.041308918881382224,1.0
37.73333333333333,-0.25659764497630166,1.0
38.43333333333333,0.0016373686881881152,1.0
38.9,0.36970296008917497,2.0
39.48333333333333,-0.16450740306625414,2.0
40.55,0.21775862841662177,2.0
41.38333333333333,-0.1465829252092553,3.0
42.516666666666666,-0.07224903990341285,3.0
43.3,0.05559666794228246,3.0
43.98333333333333,-0.05345937029920789,2.0
44.48333333333333,-0.049621825325957554,2.0
47.86666666666667,0.27745152213030544,3.0
48.28333333333333,0.13402440324449086,4.0
49.63333333333333,0.07424387663811165,3.0
50.23333333333333,-0.07174140314966063,3.0
51.16666666666666,0.02144412884563213,3.0
52.35,-0.2699976831359942,3.0
53.1,-0.2448256238310211,4.0
54.18333333333333,0.23547263416779426,4.0
54.93333333333333,-0.059873816459041614,4.0
55.333333333333336,-0.2792204350695641,5.0
55.833333333333336,0.3780081012538798,5.0
57.13333333333333,-0.11141124087078537,5.0
59.36666666666667,0.4265933048829195,5.0
60.28333333333333,-0.3325022722565597,4.0
61.35,-0.00656061785602,3.0
62.083333333333336,0.21307134629919067,3.0
62.9,0.06035849857512836,2.0
63.833333333333336,-0.9545559451049592,2.0
64.35,0.12410303188880205,2.0
65.63333333333334,0.2750603386030053,2.0
66.26666666666667,-0.30299080757758945,2.0
66.76666666666667,0.03531771104357315,2.0
67.7,0.20331195358449233,2.0
68.43333333333334,0.003568674348982994,2.0
69.31666666666666,-0.16938055573298857,2.0
70.4,0.14712769495209405,1.0
71.5,-0.08816435990645288,2.0
72.13333333333334,-0.011583762974936698,3.0
74.8,0.02865631768288315,4.0
75.45,-0.029499658067567474,4.0
75.91666666666667,0.18033325694214086,4.0
76.88333333333334,0.10359623827220502,3.0
77.36666666666666,-0.7312403575177722,2.0
77.8,0.00903810510391539,2.0
79.95,0.006978369670272317,1.0
80.51666666666667,0.28387030987010764,2.0
81.1,-0.004925680306837091,2.0
82.25,-0.33399306409606605,3.0
82.76666666666667,0.0038171985692860384,3.0
83.96666666666667,0.03978224126058501,2.0
85.01666666666667,-0.07955264493144783,2.0
85.53333333333333,0.01608352802845851,2.0
86.28333333333333,0.2163260588635572,2.0
86.98333333333333,0.06090782524597936,2.0
88.46666666666667,0.019055575909030065,2.0
90.48333333333332,-0.006351251404309671,1.0
90.8,-0.038360530568848354,0.0
91.35,-0.4399872727988473,0.0
91.98333333333332,0.20733017797140266,0.0
92.75,-0.16817777897112393,0.0
93.61666666666666,0.024328171923958725,2.0
94.26666666666668,0.5757817601563183,3.0
94.7,0.040991920470193254,4.0
96.46666666666668,-0.49666269093166476,4.0
96.95,0.055280049656556536,4.0
98.01666666666668,-0.05966378327751764,3.0
98.71666666666668,-0.23034508993304562,2.0
99.93333333333334,0.11920767668128063,2.0
101.16666666666669,0.04177180129939295,3.0
101.65,-0.06620936332545031,3.0
102.36666666666666,0.35380990836247644,3.0
103.25,-0.06753568368596283,4.0
105.4,0.012978201450767217,3.0
105.98333333333332,0.01540112058356063,2.0
106.63333333333334,0.19023336483014316,2.0
107.28333333333332,0.003206890515648551,1.0
108.2,-0.0696028832487135,1.0
109.18333333333334,-0.4350497869068482,1.0
109.61666666666666,0.0668053171278159,1.0
111.53333333333332,0.25661687544047945,2.0
112.68333333333334,-0.4113498685163984,2.0
113.71666666666668,-0.02426379141459194,2.0
114.41666666666669,0.5706661260053225,3.0
114.95,0.001107065550121351,3.0
115.88333333333334,-0.16724522984637016,2.0
116.53333333333332,-0.024341777575929587,2.0
118.41666666666669,0.4705855553765715,3.0
119.06666666666666,-0.07219909856217359,3.0
124.08333333333331,0.20904033763086774,3.0
124.83333333333331,0.1870324104971116,4.0
125.63333333333334,-0.2417732138823268,3.0
127.03333333333332,0.3097599801929002,2.0
127.45,-0.030245042823240042,2.0
128.68333333333334,-0.015072521303429814,1.0
129.46666666666667,-0.33130554847062355,2.0
130.0,0.22573610061399974,2.0
130.91666666666666,-0.07975768091639894,2.0
131.58333333333334,-0.09759706024532329,2.0
132.88333333333333,0.20587354672099578,2.0
133.63333333333333,-0.20517323454903003,2.0
134.13333333333333,0.1187783774914159,3.0
135.8,-0.13519090981019538,3.0
136.25,-0.05146793024768557,4.0
136.96666666666667,0.24727738818267803,3.0
137.76666666666668,0.01891274411404109,2.0
138.26666666666668,0.0023787977669339723,3.0
138.88333333333333,0.17260395925946095,3.0
139.65,-0.3550450339933766,2.0
140.45,-0.13441972056541457,2.0
142.76666666666668,-0.033371979232650055,2.0
143.6,0.22921089856882923,1.0
144.35,0.19121377688053579,1.0
145.5,0.4652207474983509,1.0
145.98333333333332,-0.22514604338493993,1.0
147.15,-0.0017949231561029178,1.0
147.58333333333334,-0.05562516888971189,0.0
151.05,-0.006426524796569514,1.0
152.4,0.2834465359362312,3.0
153.01666666666668,0.04220826085575682,2.0
154.06666666666666,-0.13596665384548887,3.0
154.76666666666668,0.3109091005876799,4.0
155.36666666666667,-0.34380416951922577,3.0
155.76666666666668,-0.2694149660498344,2.0
156.25,0.060906405260325085,2.0
158.81666666666666,0.17562620776985594,1.0
159.15,0.008730565961497572,1.0
159.65,-0.2361321724818558,2.0
160.56666666666666,0.32022964705590934,2.0
161.46666666666667,0.0032306213267843656,2.0
163.78333333333333,-0.15220498170957816,3.0
165.08333333333334,0.19702127639219785,2.0
165.96666666666667,-0.7380949972314964,2.0
166.48333333333332,-0.003900440470555564,1.0
169.28333333333333,-0.16282415791272317,1.0
170.05,0.2544170880269075,2.0
171.2,0.12192518329599329,3.0
172.58333333333334,-0.14127189237423357,4.0
174.05,0.13983483949651157,4.0
174.71666666666667,-0.015111815086475501,3.0
175.88333333333333,0.017382766696828304,4.0
177.76666666666668,0.016100631071903074,3.0
178.53333333333333,-0.4369211131944028,4.0
179.25,0.2856569553452445,4.0
179.8,-0.035516138859934,3.0
180.66666666666663,0.17984262451092767,2.0
181.78333333333333,0.0006584480183875067,2.0
183.45,-0.259474160708069,2.0
184.1,0.08043715316473203,2.0
185.6,0.08712188401525528,3.0
186.26666666666668,-0.006443398382706801,2.0
187.63333333333333,-0.13459209871905445,3.0
189.03333333333333,0.0028844495351775857,2.0
189.91666666666663,0.5241567104352091,3.0
190.45,-0.08014679337259513,4.0
192.56666666666663,0.5453143909335945,3.0
192.85,-0.14115104244740664,3.0
193.78333333333333,0.004532286061663708,4.0
194.11666666666667,-0.07440881587626037,3.0
195.88333333333333,0.16491552432896658,1.0
196.96666666666667,-0.04921391935706731,1.0
